class,title,wiki
1,Velocify,velocify inc. cloud computing company headquartered el segundo california provides cloud-based intelligent sales automation software designed fast-paced sales environments.
1,Soundplate,soundplate london-based electronic dance music website record label founded 2010 editor matt benn covering aspects genres global scene therein. the aim site cover genres without prejudice appeal audience professional djs dance music fans. the site features interviews articles frequently updated news section reviews competitions music videos video features podcasts event listings tickets section.
1,Eraring Energy,eraring energy electricity generation company australia owned government new south wales portfolio generating sites using thermal coal wind hydroelectric power.eraring energy established pursuant state owned corporations act 1989 (nsw) energy services corporation act 1995 (nsw).
1,Ghirardelli Chocolate Company,the ghirardelli chocolate company united states division swiss confectioner lindt & sprngli. the company founded named italian chocolatier domenico ghirardelli working south america moved california. the ghirardelli chocolate company incorporated 1852 second-oldest chocolate company united states baker'chocolate.
1,Puebla Air Lines,puebla air lines (pal aerolineas s.a. de c.v.) mexican airline based puebla puebla. the airline started operations 1985 operated scheduled services 1995.
1,Bo-Dyn Bobsled Project,bo-dyn bobsled project inc. bobsled constructor founded 1992 former nascar driver 1986 daytona 500 winner geoff bodine collaborate design manufacture supply u.s.-built racing sleds united states bobsled skeleton federation (usbsf). bodine stated project i'm glad . no regrets. not one regret. it''made usa.' i'm believer i love country . . .
1,Creditinform,creditinform as norwegian credit rating agency subsidiary experian.
1,Kaltura,kaltura new york-based software company founded 2006. kaltura states products allow publishers content owners publish manage monetize analyze video rich-media content. the main components kaltura'online video platform based open-source software enabling site add advanced video rich-media capabilities.
1,RVCA,rvca (pronounced: rue-cuh) clothing company based costa mesa california. the logotype rvca portrays letter a without crossbar. this leaves looking like lambda.the 'v' looking character rvca name 'u'. the 'u' written traditional roman script thus appears 'v'. occasionally rvca written different script appears art clear true name 'ruca'.
1,Transpetrol AS,transpetrol slovak company involved transportation storage crude oil. the slovak republic owns slovak economy ministry 100% share company.transpetrol operator slovak section druzhba pipeline.
1,Netcars,raccars.co.uk launched motor trade 16th may 2013 following acquisition original netcars.com business february 2013 online motoring portal buying used cars.
1,Grand Junction Canal,the grand junction canal canal england braunston northamptonshire river thames brentford number branches. the mainline built 1793 1805 improve route midlands london -passing upper reaches river thames near oxford thus shortening journey.
